Label,Position,CG,Class,Number,Verb,analysis,Sagen,Given,Answer,Claim,Question,
Rating,Filler,QUD+,FillerQUD+,45,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Isak</font> und <font color=""blue""> Kasper</font>. ","Du h&ouml;rst <font color=""green"">Isak</font> sagen:",Warum hat Max in letzter Zeit Witze &uuml;ber Frederik gemacht?,"<font color=""blue"">Kasper</font> antwortet:","Frederik ist in die Yoga Lehrerin verliebt, und Max findet das witzig. ",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,46,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Johan</font> und <font color=""blue""> Rutger</font>. ","Du h&ouml;rst <font color=""green"">Johan</font> sagen:","Elias darf das Auto nicht fahren, oder?","<font color=""blue"">Rutger</font> antwortet:","Ja, Elias darf das Auto, das seine Frau geh&ouml;rt, nicht fahren.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,47,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Jan</font> und <font color=""blue""> Clara</font>. ","Du h&ouml;rst <font color=""green"">Jan</font> sagen:",Wie war das Restaurant gestern?,"<font color=""blue"">Clara</font> antwortet:","Nicht schlecht, aber Kerstin konnte die Bedienung im Restaurant nicht leiden.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,48,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Jacob</font> und <font color=""blue""> Christopher</font>. ","Du h&ouml;rst <font color=""green"">Jacob</font> sagen:",Warum wurde Oliver aus der Firma entlassen?,"<font color=""blue"">Christopher</font> antwortet:",Oliver hat das Abendessen mit dem Gesch&auml;ftsf&uuml;hrer verpatzt.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,49,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Idun</font> und <font color=""blue""> Birgit</font>. ","Du h&ouml;rst <font color=""green"">Idun</font> sagen:","Wie findet Marie, dass Ernst dem Buchclub beigetreten ist?","<font color=""blue"">Birgit</font> antwortet:","Marie findet das gut, glaube ich. ",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,50,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Gun</font> und <font color=""blue""> Annika</font>. ","Du h&ouml;rst <font color=""green"">Gun</font> sagen:",Ist Lovis gl&uuml;cklich mit der Schule ihres Sohnes?,"<font color=""blue"">Annika</font> antwortet:","Ja, weil David eine gute Ausbildung bekommt.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,51,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Elvira</font> und <font color=""blue""> Karlos</font>. ","Du h&ouml;rst <font color=""green"">Elvira</font> sagen:",Spricht der neue Lehrer Deutsch?,"<font color=""blue"">Karlos</font> antwortet:","Kaum, Stefan kann ihn nicht gut verstehen.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,52,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Ida</font> und <font color=""blue""> Bianca</font>. ","Du h&ouml;rst <font color=""green"">Liesel</font> sagen:",Hast du Maria gesehen?,"<font color=""blue"">Bianca</font> antwortet:",Maria ist zu Hause geblieben. ,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,53,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hilma</font> und <font color=""blue""> Bengt</font>. ","Du h&ouml;rst <font color=""green"">Hilma</font> sagen:","Ist Malte stolz, dass er das Finale erreicht hat?","<font color=""blue"">Bengt</font> antwortet:","Eigentlich nicht, weil Jakob den Backwettbewerb gewonnen hat.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,54,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hans</font> und <font color=""blue""> Arvid</font>. ","Du h&ouml;rst <font color=""green"">Hans</font> sagen:","Was h&auml;ltst du davon, was Luna gesagt hat?","<font color=""blue"">Arvid</font> antwortet:",Ich finde das okay.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,55,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Greta</font> und <font color=""blue""> Anna</font>. ","Du h&ouml;rst <font color=""green"">Greta</font> sagen:",Warum ist Laura so teilnahmslos?,"<font color=""blue"">Anna</font> antwortet:"," Olivia wird den Wettkampf nie gewinnen, und Laura akzeptiert das.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,56,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hugo</font> und <font color=""blue""> Berit</font>. ","Du h&ouml;rst <font color=""green"">Hugo</font> sagen:","F&uuml;hlt  Margareta sich unsicher, wenn Leo f&auml;hrt?","<font color=""blue"">Berit</font> antwortet:","Ja, Leo ist ein schlechter fahrer.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,57,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Inger</font> und <font color=""blue""> Britta</font>. ","Du h&ouml;rst <font color=""green"">Inger</font> sagen:","Weisst du, warum Matilda so w&uuml;tend auf ihren Freund ist?","<font color=""blue"">Britta</font> antwortet:",Scheinbar steht Laura auf den Hochzeitsplaner und das gef&auml;llt Matilda nicht.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,58,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hanna</font> und <font color=""blue""> Aron</font>. ","Du h&ouml;rst <font color=""green"">Hanna</font> sagen:","Bist nu nerv&ouml;s, ob du den Job bekommst?","<font color=""blue"">Aron</font> antwortet:",Sehr nerv&ouml;s!  Jemand anderes hat auch Interesse an der Stelle.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,59,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Freja</font> und <font color=""blue""> Anette</font>. ","Du h&ouml;rst <font color=""green"">Freja</font> sagen:",Hat Louis Kitty im Volleyballverein vorgestellt?,"<font color=""blue"">Anette</font> antwortet:","Ja, und Kitty mag die Leute vom Volleyballverein.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,60,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Gustav</font> und <font color=""blue""> Arne</font>. ","Du h&ouml;rst <font color=""green"">Gustav</font> sagen:","Weisst du, was Lucas zur Polizei gesagt hat?","<font color=""blue"">Arne</font> antwortet:","Nicht genau, aber Lucas hat nicht geleugnet, dass Caroline sich mit dem Buchhalter verschworen hat.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,61,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Ines</font> und <font color=""blue""> Brigitta</font>. ","Du h&ouml;rst <font color=""green"">Ines</font> sagen:",Warum war Martha gestern so w&uuml;tend?,"<font color=""blue"">Brigitta</font> antwortet:","Marta ist w&uuml;tend, weil Robin durch die Pr&uuml;fung gefallen ist.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,62,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Joel</font> und <font color=""blue""> Daniel</font>. ","Du h&ouml;rst <font color=""green"">Joel</font> sagen:",Was h&auml;lt Samuel von seinen Mitbewohnern?,"<font color=""blue"">Daniel</font> antwortet:","Samuel hasst die Leute, mit denen er zusammen lebt.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD+,FillerQUD+,63,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Ivar</font> und <font color=""blue""> Celine</font>. ","Du h&ouml;rst <font color=""green"">Ivar</font> sagen:",Wie hat sich Sophia beim Familientreffen geschlagen?,"<font color=""blue"">Celine</font> antwortet:",Sie hat sich gut geschlagen.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,64,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Gabriel</font> und <font color=""blue""> Anita</font>. ","Du h&ouml;rst <font color=""green"">Gabriel</font> sagen:",Ist Lara alleine zu Hause heute abend?,"<font color=""blue"">Anita</font> antwortet:",Andreas ist nicht zu Hause.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,65,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hedda</font> und <font color=""blue""> Astrid</font>. ","Du h&ouml;rst <font color=""green"">Hedda</font> sagen:",Wie geht's Jon?,"<font color=""blue"">Astrid</font> antwortet:",Jon steht auf das M&auml;dchen aus dem Kunstunterricht.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,66,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Julia</font> und <font color=""blue""> Elisabeth</font>.","Du h&ouml;rst <font color=""green"">Julia</font> sagen:",Ist Leo durch die Fahrpr&uuml;fung gefallen?,"<font color=""blue"">Elisabeth</font> antwortet:",Leo hat sein Abitur gemacht. ,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,67,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Jonathan</font> und <font color=""blue""> Elias</font>.","Du h&ouml;rst <font color=""green"">Jonathan</font> sagen:","Wusste Mattias, dass Matilda die Spendenaktion abgesagt hat?","<font color=""blue"">Elias</font> antwortet:",Matilda hat meine Email nicht beantwortet. ,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,68,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Julian</font> und <font color=""blue""> Elise</font>.","Du h&ouml;rst <font color=""green"">Julian</font> sagen:",Steht Laura auf den Hochzeitsplaner?,"<font color=""blue"">Elise</font> antwortet:",Greta mag Laura sowieso nicht.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,69,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hugo</font> und <font color=""blue""> Berit</font>.","Du h&ouml;rst <font color=""green"">Hugo</font> sagen:",Hat Eva die alte Einrichtung weggeworfen?,"<font color=""blue"">Berit</font> antwortet:",Eva hat ein neue Auto gekauft.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,70,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Isabella</font> und <font color=""blue""> Carl</font>.","Du h&ouml;rst <font color=""green"">Isabella</font> sagen:",Will Roland die Stelle auch haben?,"<font color=""blue"">Carl</font> antwortet:",Roland tut weniger als die anderen Kandidaten.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,71,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Inger</font> und <font color=""blue""> Britta</font>.","Du h&ouml;rst <font color=""green"">Inger</font> sagen:",Hat Anna die Vorstandsmitglieder bedroht?,"<font color=""blue"">Britta</font> antwortet:",Aber es bleibt immer noch unprofessionell.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,72,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hilda</font> und <font color=""blue""> Barbro</font>.","Du h&ouml;rst <font color=""green"">Hilda</font> sagen:",Mag Kitty die Leute vom Volleyballverein?,"<font color=""blue"">Barbro</font> antwortet:","Ja, ich verstehe, der Volleyballverein bedeutet Louis sehr viel.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,73,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Hanna</font> und <font color=""blue""> Aron</font>.","Du h&ouml;rst <font color=""green"">Hanna</font> sagen:",Besucht Thomas die Buchclub-Treffen oft?,"<font color=""blue"">Aron</font> antwortet:","Wie verr&uuml;ckt, warum hat sie das nicht erz&auml;hlt?",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,74,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Felix</font> und <font color=""blue""> Alma</font>.","Du h&ouml;rst <font color=""green"">Felix</font> sagen:",Hat Caroline sich mit dem Buchhalter verschworen?,"<font color=""blue"">Alma</font> antwortet:",Caroline hat sich in den Buchhalter verliebt. ,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,75,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Freja</font> und <font color=""blue""> Anette</font>.","Du h&ouml;rst <font color=""green"">Freja</font> sagen:",Hat Stella einen Kredit aufgenommen?,"<font color=""blue"">Anette</font> antwortet:",Stella hat eine Torte gebacken. ,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,76,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Eva</font> und <font color=""blue""> Alice</font>.","Du h&ouml;rst <font color=""green"">Eva</font> sagen:",Ist Robin durch die Pr&uuml;fung gefallen?,"<font color=""blue"">Alice</font> antwortet:",Sie muss w&uuml;tend gewesen sein!,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,77,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Gustav</font> und <font color=""blue""> Arne</font>.","Du h&ouml;rst <font color=""green"">Gustav</font> sagen:",Ist Mayas Mann w&uuml;tend?,"<font color=""blue"">Arne</font> antwortet:",Ich w&auml;re auch sauer.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,78,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Kevin</font> und <font color=""blue""> Elsa</font>.","Du h&ouml;rst <font color=""green"">Kevin</font> sagen:","Hast Samuel die Leute, mit denen er zusammen lebte?","<font color=""blue"">Elsa</font> antwortet:",Er zieht nicht aus.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,79,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Ines</font> und <font color=""blue""> Brigitta</font>.","Du h&ouml;rst <font color=""green"">Ines</font> sagen:",Hat Mona die Leute auf der Party ignoriert?,"<font color=""blue"">Brigitta</font> antwortet:","Nur weil er das nicht gesagt hat, hei&szlig;t das nicht, dass es nicht so ist.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,80,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Kian</font> und <font color=""blue""> Elton</font>.","Du h&ouml;rst <font color=""green"">Kian</font> sagen:","Nimmt Molly an, dass Ben der Service nicht gefallen hat?","<font color=""blue"">Elton</font> antwortet:",Ben arbeitet bei der Bank.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,81,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Joel</font> und <font color=""blue""> Daniel</font>.","Du h&ouml;rst <font color=""green"">Joel</font> sagen:",Mag Cornelius mittelalterliche Kunst nicht?,"<font color=""blue"">Daniel</font> antwortet:",Vielleicht hat er nur kein gro&szlig;es Interesse daran.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,82,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Erik</font> und <font color=""blue""> Alfred</font>.","Du h&ouml;rst <font color=""green"">Erik</font> sagen:",Mag Sophia die Familientreffen?,"<font color=""blue"">Alfred</font> antwortet:",Sofie sollte mit Maximilian ehrlich dar&uuml;ber reden.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,83,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Josefin</font> und <font color=""blue""> Elis</font>.","Du h&ouml;rst <font color=""green"">Josefin</font> sagen:","Milton hat erw&auml;hnt, dass Sebastian nicht zum Sprachkurs gegangen ist.","<font color=""blue"">Elis</font> antwortet:","Denkst du, dass Milton l&uuml;gt?",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,84,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Josef</font> und <font color=""blue""> Elis</font>.","Du h&ouml;rst <font color=""green"">Josef</font> sagen:",Ist Sigrid sehr fit?,"<font color=""blue"">Elin</font> antwortet:",Das glaube ich auch.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,85,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Ivar</font> und <font color=""blue""> Celine</font>.","Du h&ouml;rst <font color=""green"">Ivar</font> sagen:",Genie&szlig;t Andreas die Abendessen mit der Familie?,"<font color=""blue"">Celine</font> antwortet:","Andreas hat keinen Grund, eifers&uuml;chtig zu sein.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,86,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Joline</font> und <font color=""blue""> Edith</font>.","Du h&ouml;rst <font color=""green"">Joline</font> sagen:",Steht Jon auf das M&auml;dchen aus dem Kunstunterricht?,"<font color=""blue"">Edith</font> antwortet:",Jon hat keine Freundin.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,87,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Kjell</font> und <font color=""blue""> Elvin</font>.","Du h&ouml;rst <font color=""green"">Kjell</font> sagen:","Hat Florian erw&auml;hnt, ob David die Party gefallen hat?","<font color=""blue"">Elvin</font> antwortet:",Vielleicht hat Florian sein Handy vergessen.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,88,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Gabriel</font> und <font color=""blue""> Anita</font>.","Du h&ouml;rst <font color=""green"">Gabriel</font> sagen:",Hat Ulrike den L&auml;rm nicht geh&ouml;rt?,"<font color=""blue"">Anita</font> antwortet:",Ulrike wird heiraten.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,89,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Iris</font> und <font color=""blue""> Carina</font>.","Du h&ouml;rst <font color=""green"">Iris</font> sagen:",Hat Martin die Besucher beleidigt?,"<font color=""blue"">Carina</font> antwortet:","Mona versucht, ihn zu verteidigen.",F&uuml;r mich h&ouml;rt sich dieser Satz: 
Rating,Filler,QUD-,FillerQUD-,90,,,"Stell dir vor, du bist auf einer Party, und du h&ouml;rst zuf&auml;llig ein Gespr&auml;ch zwischen zwei deiner Freunde, <font color=""green"">Emilia</font> und <font color=""blue""> Albin</font>.","Du h&ouml;rst <font color=""green"">Emilia</font> sagen:",Hat Phillipp das Abendessen geschmeckt?,"<font color=""blue"">Albin</font> antwortet:",Ich fand das Abendessen auch sehr schlecht.,F&uuml;r mich h&ouml;rt sich dieser Satz: 
